geometry,MSOA11CD,MSOA_name,HOC_MSOA_NM,,March,April,May,June,July,total_deaths,USUALRES,White,Mixed/multiple ethnic groups,Asian/Asian British,Black/African/Caribbean/Black British,Other ethnic group,BAME,White%,Mixed/multiple ethnic groups (%),Asian/Asian British (%),Black/African/Caribbean/Black British (%),Other ethnic group (%),BAME%,deprived%,% of people aged over 60 who live in pension credit households,eng_hhold,eng_hhold%,none_eng_hhold,none_eng_hhold%
"MULTIPOLYGON (((-0.032324453719048 51.502809858314,-0.032328952917564 51.5008238621525,-0.032543449812241 51.5001049284278,-0.03288993101428 51.497601170191,-0.032816999444402 51.4969400387551,-0.032653487505166 51.4969073861078,-0.032600655630439 51.4964798341882,-0.032932591372892 51.4958734973318,-0.032569114310059 51.4956488780747,-0.032712539843614 51.4943923121293,-0.033155842351499 51.4942776999818,-0.033032885780465 51.494103661986,-0.032630574165591 51.4941211572117,-0.032592296089798 51.4937514652332,-0.032617127244955 51.4936973773215,-0.032401241886525 51.4930258432063,-0.034606565362851 51.4927595039165,-0.037351490460021 51.4922213602099,-0.038107656883335 51.4923941011257,-0.03881438103323 51.4928120402602,-0.039654735925586 51.4929864578452,-0.040547404213736 51.4927829550367,-0.040070920820584 51.492162574452,-0.041053266732532 51.4918278531428,-0.040344124009147 51.4910617454402,-0.041969425232496 51.4904437359696,-0.042153509794144 51.4903737353701,-0.042441079433704 51.4902643836673,-0.042504075792998 51.4902404267468,-0.043579709082427 51.4909863779624,-0.044834146638345 51.4918562695215,-0.044928340941053 51.4919155997982,-0.046984166720267 51.4930793248156,-0.046602992866011 51.4933053277409,-0.045453926128143 51.4938278528429,-0.044451292229745 51.4948127466664,-0.045586691417713 51.4952720900316,-0.046008165206417 51.4957970269826,-0.045766292865607 51.4973258280234,-0.046079699435873 51.4981149567194,-0.046124557652281 51.4981713685635,-0.045898185792696 51.4982889702905,-0.044750730266231 51.4995526980038,-0.042882736792439 51.4988466672922,-0.04184672291127 51.4998867004109,-0.042236172574381 51.5000446837358,-0.041760914927739 51.5005066950051,-0.041030885973209 51.501125453036,-0.041310787630416 51.5013854473612,-0.040599640961659 51.5015252284034,-0.036883783405399 51.501419263033,-0.036918736094908 51.5030531280269,-0.035962191758801 51.5033162347941,-0.036257242554213 51.50426550215,-0.036433086771758 51.5045006544954,-0.033008329169441 51.5046217844995,-0.0329735176159 51.5043587502637,-0.032354274803291 51.5043168788783,-0.032324453719048 51.502809858314)))",E02000814,Southwark 008,Surrey Quays,,5,9,1,0,0,15,8652,5809,407,1354,881,201,2843,67.1,4.7,15.6,10.2,2.3,32.9,11.8,27.6,3191,82.3,685,17.7
"MULTIPOLYGON (((-0.092610149792087 51.5004114203085,-0.0916647322639 51.4992449893441,-0.092039449812922 51.4990855599413,-0.090679690938754 51.4983662613689,-0.089875018214092 51.4986313342167,-0.08954266565677 51.4983226274293,-0.088790376001657 51.4976222567292,-0.089476125503705 51.4971034974791,-0.090344728399994 51.496983134102,-0.090706141457822 51.4967149338232,-0.091175288196741 51.4964763001742,-0.091822594460518 51.4969459601874,-0.093041638162651 51.4961545326487,-0.092663241158837 51.4953436142801,-0.090597863445977 51.4953303536223,-0.090330318837927 51.4941946213139,-0.091832180064179 51.4941702483284,-0.092896114533164 51.494152979246,-0.093654480015869 51.4941412458015,-0.09430607223383 51.4941463150647,-0.094723889766918 51.493740758143,-0.09444257457609 51.4930766978239,-0.096246453620927 51.4923265821603,-0.09806566726301 51.4919150786964,-0.098449401761805 51.4924564145821,-0.098651357005861 51.4927582250275,-0.099364593407915 51.493209551445,-0.100393741265865 51.4933384994671,-0.100685791555733 51.4946953452143,-0.099787856632329 51.4950693049548,-0.099927670420973 51.4952605404411,-0.100044037073801 51.495584683858,-0.100047583138186 51.4956279416545,-0.099961889168897 51.4961560092232,-0.099740876365569 51.4965789460321,-0.099684934870923 51.4966783517311,-0.096959974933263 51.4991164565458,-0.096569313217866 51.4993453352635,-0.095626215493657 51.4999037956342,-0.095134347060322 51.5001580398086,-0.095067658128723 51.5001869288231,-0.094411364994526 51.4993705854033,-0.092610149792087 51.5004114203085)))",E02000815,Southwark 009,Elephant & Castle,,0,3,1,0,0,4,6497,3227,375,1284,1317,294,3270,49.7,5.8,19.8,20.3,4.5,50.3,14.0,32.4,2041,81.1,475,18.9
"MULTIPOLYGON (((-0.066556237263649 51.4950608912982,-0.06452221215692 51.4941482819145,-0.063159992744369 51.4935634368262,-0.060262323792038 51.492300205269,-0.060145886898317 51.4922492243612,-0.059153131462752 51.491820764024,-0.057547619866629 51.491109040189,-0.056971481248482 51.4908756683841,-0.056613398740781 51.490731023036,-0.056370129372931 51.490624924667,-0.055327901937061 51.4901552434231,-0.056883902737693 51.4892636270437,-0.057632292694657 51.4887610627797,-0.057826788435188 51.4885033000426,-0.058219667429079 51.4881185189852,-0.059783187156389 51.4877440477077,-0.061707396015973 51.4872307729929,-0.061780757458771 51.4871906464941,-0.063599216690165 51.486122042384,-0.065746651979722 51.4849600625044,-0.066267547300948 51.4840666658987,-0.067740810961072 51.4845719777525,-0.068461167733843 51.4848644432009,-0.068095217395989 51.4860651713442,-0.068889705957566 51.4866232205161,-0.068687444777466 51.4876200042747,-0.06811495793758 51.4879460347443,-0.067862528887367 51.4873357006913,-0.067500735019727 51.4877164216695,-0.068038213686255 51.4879500939749,-0.067582451269972 51.4885091194638,-0.068335875207623 51.488625586862,-0.067951261813192 51.4896362262996,-0.067891183678498 51.4898702046809,-0.068455917532564 51.4899903154369,-0.068518766746135 51.4897721644916,-0.068842112462349 51.4900083486308,-0.068323829879011 51.4904114223536,-0.069235413729137 51.4905104264675,-0.068945126388982 51.4914117069359,-0.069682060291691 51.491493479013,-0.069810904380759 51.491009800613,-0.071330681753197 51.4912161698531,-0.071446562912627 51.4908955195259,-0.072652108019187 51.4911845700697,-0.072145855009551 51.4916659501001,-0.072008540687157 51.4926476285383,-0.072945177542992 51.4927409992933,-0.073746168142333 51.4932394637791,-0.073601749817651 51.4935644224877,-0.072365403074421 51.4939564350382,-0.072804280188231 51.4943766521939,-0.072188561588691 51.494692432925,-0.070912397552482 51.4949485898083,-0.07019101765993 51.4947103675377,-0.070456787066085 51.4957446738493,-0.070895156260425 51.4959510184093,-0.070014867285987 51.4960580152192,-0.069899208889233 51.49665110785,-0.068969660115081 51.4961926129734,-0.068121167267787 51.4957712545234,-0.066556237263649 51.4950608912982)))",E02000816,Southwark 010,South Bermondsey Central,,3,6,0,0,0,9,9043,5664,541,642,1859,337,3379,62.6,6.0,7.1,20.6,3.7,37.4,23.4,31.7,3314,83.7,645,16.3
"MULTIPOLYGON (((-0.059624219008568 51.4951507697236,-0.059389901775893 51.4949637754694,-0.058529456977907 51.495117191598,-0.057891531436932 51.495327838,-0.057557785316917 51.4949195933281,-0.056415973567301 51.495275954816,-0.055576760344269 51.4945042066408,-0.055092349013653 51.4944304283234,-0.05238043727763 51.493106341964,-0.050328198953576 51.4935910781229,-0.048782830216773 51.4932866293511,-0.050589292701239 51.4918821140704,-0.04967260675418 51.4915431091641,-0.049795513315166 51.4911407541434,-0.049296997427383 51.4911574887286,-0.049855926503897 51.4910645210556,-0.049260460696715 51.4900416401217,-0.050146624765922 51.489780898176,-0.050538990317577 51.4896932599164,-0.051960335525894 51.4891347153906,-0.05005415597309 51.4883104118568,-0.050249164018342 51.4880736767674,-0.050598855706382 51.4878318962648,-0.052141540688757 51.4878197996602,-0.05257447693978 51.4875468966981,-0.054015822132986 51.4879687499719,-0.052891747431932 51.4866622802866,-0.053035367876362 51.4858571883965,-0.053539316135366 51.4857750799476,-0.053187476499002 51.4850792511044,-0.05378773560406 51.4850166449994,-0.053935407784963 51.4843878660809,-0.05554130073003 51.4844649203657,-0.056004014981458 51.4845516199905,-0.055977051845653 51.4842031576041,-0.057880892897017 51.4843155683199,-0.058194177808632 51.4850311845572,-0.058925548289845 51.485287920759,-0.05815873153864 51.4855993911022,-0.058261373709297 51.4861699293143,-0.058775857494364 51.4862662429321,-0.059724472955805 51.4865253742449,-0.059896145758233 51.486138671706,-0.061602548256325 51.4861755885692,-0.061497053253503 51.4864765457025,-0.062058733422952 51.4865514672175,-0.061711478197474 51.4871426676907,-0.061780757456569 51.4871906464905,-0.061707396016748 51.4872307729899,-0.059783187162543 51.4877440477067,-0.058219667438652 51.4881185189876,-0.057826788438176 51.4885033000428,-0.057632292690262 51.4887610627852,-0.056883902729252 51.4892636270433,-0.055327901939865 51.4901552434237,-0.056370129371476 51.4906249246697,-0.056613398737494 51.4907310230411,-0.056971481239762 51.4908756683822,-0.057547619860971 51.4911090401901,-0.059153131465083 51.491820764021,-0.060145886901032 51.4922492243641,-0.060262323795386 51.4923002052664,-0.063159992743957 51.493563436829,-0.062065429150599 51.4953429157082,-0.061485046851735 51.495394886476,-0.061816637677238 51.4967371657041,-0.061940279082743 51.4972377690382,-0.062087340070718 51.4978632440378,-0.060582299686615 51.4981176289746,-0.060481084477311 51.4976887335733,-0.060327139962299 51.4968597653962,-0.060278441988851 51.4965649281006,-0.059938171466179 51.4955492836226,-0.059624219008568 51.4951507697236)))",E02000817,Southwark 011,South Bermondsey East,,2,8,2,1,0,13,6494,3816,301,486,1656,235,2678,58.8,4.6,7.5,25.5,3.6,41.2,29.1,39.7,2381,84.8,428,15.2
"MULTIPOLYGON (((-0.081564050833054 51.4911122055889,-0.081129296835604 51.4907734089298,-0.081542637506299 51.4905918398421,-0.082125298887524 51.4903575543421,-0.083025614052955 51.4902316853965,-0.083547488325365 51.4908331519617,-0.083750595922134 51.4909335553362,-0.084204837021455 51.4909561119037,-0.084161666827522 51.4905756939489,-0.084660335567167 51.4903630177135,-0.08514080505936 51.4905866330398,-0.085808461694402 51.4901209887061,-0.084935813075634 51.4896759138281,-0.085279284860193 51.4896121627382,-0.086650723656473 51.4893194114489,-0.089006780748427 51.4895436630914,-0.089283297839117 51.4900427619732,-0.088620286263838 51.4902332561535,-0.08952239134527 51.4909599547104,-0.090347972440097 51.4909955509771,-0.090003443117365 51.4900857072686,-0.091138002487439 51.4901269238276,-0.092087374501456 51.4898141445063,-0.092478587587433 51.4903391748668,-0.093271066710892 51.4905316274643,-0.094199183354595 51.4899066313739,-0.093786100407578 51.4895919657549,-0.094605314087729 51.4895019819952,-0.094424184258471 51.4891908625403,-0.094800471962062 51.4886577449363,-0.094234029999043 51.488069929902,-0.095488162657023 51.487751122995,-0.094688854110501 51.4864180341954,-0.094394511667598 51.4860691944196,-0.094997133564695 51.4859411746064,-0.09517044040266 51.4861439583836,-0.095109631193875 51.4865040143031,-0.095949555010449 51.4868400403355,-0.09658348377324 51.4867085189917,-0.097191376558326 51.4874832319326,-0.09699447360079 51.487164630417,-0.097620567387465 51.4869580320387,-0.097250322160776 51.4868990943936,-0.097396713541764 51.4863048471524,-0.098041643918608 51.4857978938484,-0.098409407272147 51.4860610105875,-0.100433099798681 51.4851790666953,-0.101055723507043 51.4855885122978,-0.100505425272585 51.4860658286691,-0.101161887311314 51.4863957337222,-0.102257782878686 51.4866758065461,-0.102723983696767 51.4869517702906,-0.102312419420504 51.4872623599663,-0.102714879472627 51.4875742876322,-0.102672725617825 51.4876417873612,-0.101810846610319 51.4879920654946,-0.100945654718091 51.4889843723315,-0.100267401622135 51.4886095461191,-0.099035340445126 51.4890663394857,-0.099142601724813 51.4888289743472,-0.098135862354414 51.4888151504851,-0.096493180648995 51.4895131375439,-0.096514905559841 51.489554919059,-0.09775190179095 51.4914534806917,-0.098065667256824 51.4919150786995,-0.096246453617059 51.492326582162,-0.094442574578652 51.4930766978242,-0.094723889774638 51.4937407581418,-0.094306072240112 51.4941463150679,-0.093654480016286 51.4941412458036,-0.092896114537416 51.4941529792457,-0.091832180059143 51.4941702483279,-0.090330318839828 51.4941946213179,-0.088958643927973 51.4942121041187,-0.086380535864514 51.4941729394026,-0.085307525763766 51.4939546109477,-0.08397205604022 51.4929885213759,-0.08361527047744 51.4927105931407,-0.082558971343759 51.491887427008,-0.082446859518686 51.491800101095,-0.081564050833054 51.4911122055889)))",E02000818,Southwark 012,Walworth North,,2,3,2,0,0,7,7534,4027,509,699,2019,280,3507,53.5,6.8,9.3,26.8,3.7,46.5,23.8,39.0,2717,84.5,500,15.5
"MULTIPOLYGON (((-0.076891431727121 51.4944017188929,-0.075660972189956 51.4939955978573,-0.075542733095203 51.4936547710341,-0.074833565325856 51.4935023873806,-0.075172428441173 51.4932604374418,-0.074485875656471 51.4931951116064,-0.073984085132438 51.4930476204889,-0.073746168136584 51.4932394637803,-0.072945177543077 51.4927409992912,-0.072008540684226 51.4926476285416,-0.072145855012221 51.4916659501025,-0.072652108017726 51.4911845700729,-0.071446562909485 51.4908955195248,-0.071330681748119 51.4912161698498,-0.069810904375004 51.4910098006143,-0.069682060294627 51.4914934790154,-0.068945126395732 51.4914117069368,-0.069235413728436 51.4905104264716,-0.068323829877266 51.4904114223552,-0.06884211246156 51.4900083486264,-0.068518766743848 51.4897721644918,-0.068455917533672 51.4899903154373,-0.067891183681311 51.489870204678,-0.067951261816028 51.4896362263041,-0.068335875210489 51.4886255868639,-0.067582451266727 51.4885091194609,-0.068038213687755 51.4879500939776,-0.067500735023278 51.4877164216653,-0.067862528880573 51.4873357006907,-0.068114957932192 51.4879460347459,-0.068687444776241 51.4876200042774,-0.068889705956916 51.4866232205169,-0.068095217392853 51.4860651713433,-0.068461167737901 51.4848644432035,-0.070384702958246 51.4855710097544,-0.071635306293992 51.4860125189239,-0.072436770117554 51.4862955112354,-0.073553998595029 51.4867200771784,-0.075179197378263 51.4874050258472,-0.076275442295929 51.4880131469856,-0.078006696474971 51.4888944407275,-0.078075810559648 51.4889317418193,-0.08112929683188 51.4907734089312,-0.081564050833702 51.4911122055888,-0.082446859518334 51.4918001010939,-0.082558971344111 51.4918874270089,-0.083615270480271 51.4927105931423,-0.082702401189564 51.4928609013168,-0.081189263927013 51.4927522597294,-0.079830681497482 51.4921724798873,-0.078285603283335 51.4930032029093,-0.079580656619865 51.4939131667936,-0.079354862568004 51.4941584111131,-0.077455677750732 51.4942089969058,-0.077060949634862 51.4941525079453,-0.076891431727121 51.4944017188929)))",E02000819,Southwark 013,South Bermondsey West,,2,6,0,0,0,8,8315,4159,503,837,2433,383,4156,50.0,6.0,10.1,29.3,4.6,50.0,25.0,38.2,2776,81.3,639,18.7
"MULTIPOLYGON (((-0.096493180646145 51.489513137545,-0.098135862354724 51.488815150481,-0.099142601727949 51.4888289743471,-0.099035340450493 51.4890663394864,-0.100267401622407 51.488609546122,-0.100945654710864 51.4889843723291,-0.101810846617371 51.4879920654951,-0.102672725621261 51.4876417873591,-0.102714879474809 51.4875742876279,-0.102312419422983 51.4872623599668,-0.10272398369718 51.4869517702914,-0.102257782881816 51.4866758065426,-0.101161887309106 51.4863957337263,-0.100505425266844 51.4860658286736,-0.10105572350828 51.4855885122984,-0.100433099801827 51.4851790666955,-0.100123604706227 51.4849849653273,-0.101389908131347 51.4844175849464,-0.100742078869486 51.4843336062817,-0.101127732092563 51.4834280212388,-0.100706193441886 51.4832047963036,-0.101319187420772 51.4829182918957,-0.101085479106651 51.4826956635881,-0.101827464211011 51.4827033248682,-0.102013452173116 51.4824876985986,-0.10293154170663 51.4832031055967,-0.103921830166467 51.4830654305557,-0.104083675938244 51.4826857814965,-0.104328804384486 51.4824347148185,-0.104965035642781 51.4827090303459,-0.105644260714424 51.4824666753368,-0.105503403096651 51.4822630825161,-0.106088371090256 51.482697539992,-0.105654984106775 51.4829714677045,-0.106863424530391 51.4835554939596,-0.10714621584475 51.4836412083857,-0.1063204304124 51.4848765316862,-0.108452318998261 51.485848112109,-0.108249048120055 51.4860369594403,-0.108175213846566 51.4861055596796,-0.106495904750956 51.4877890594594,-0.105910006151481 51.4883778106182,-0.105863998608148 51.4884240447084,-0.104952648355346 51.489288506889,-0.103906408837646 51.4903448769281,-0.103851583527107 51.4904063359831,-0.103808043421433 51.4904551450866,-0.103226303227835 51.4914296419912,-0.103073921713171 51.4915216801341,-0.101872412642882 51.4922540447054,-0.100822264210166 51.4930256821416,-0.100443720008718 51.4933023405604,-0.100393741262392 51.4933384994654,-0.099364593403539 51.4932095514408,-0.098651357004839 51.4927582250315,-0.098449401764842 51.4924564145778,-0.098065667261396 51.4919150786976,-0.097751901788854 51.4914534806936,-0.096514905563549 51.4895549190586,-0.096493180646145 51.489513137545)))",E02000820,Southwark 014,Kennington East,,1,2,1,0,0,4,8503,4715,538,781,2136,333,3788,55.5,6.3,9.2,25.1,3.9,44.5,21.6,35.5,3228,83.3,645,16.7
"MULTIPOLYGON (((-0.083547488326743 51.490833151963,-0.083025614054171 51.4902316853968,-0.082125298893473 51.4903575543404,-0.081542637504497 51.4905918398444,-0.081129296837957 51.4907734089304,-0.078075810555524 51.4889317418183,-0.078006696481723 51.488894440725,-0.076275442295283 51.4880131469885,-0.075179197385748 51.4874050258419,-0.073553998596528 51.4867200771749,-0.072436770119106 51.4862955112303,-0.071635306292041 51.4860125189278,-0.070384702963604 51.4855710097528,-0.068461167738483 51.4848644432034,-0.067740810961432 51.4845719777554,-0.068719364202365 51.4838890569785,-0.070679935578516 51.4837190071441,-0.070707013030376 51.483081560538,-0.0729516503198 51.4827231917339,-0.073987797110842 51.4825300581346,-0.074054131839682 51.4822583653863,-0.075353832492868 51.4821779545298,-0.075833763595837 51.4824283802819,-0.075789317394873 51.4821584297172,-0.076675445273678 51.482099678246,-0.078045763367458 51.4820141729968,-0.079718018415447 51.4819094967321,-0.08103421512435 51.4818215954538,-0.081183998598801 51.4829710191228,-0.079734997533441 51.4830289422637,-0.080722767455934 51.4843297996913,-0.081044524373016 51.4855876740435,-0.081612935601683 51.4854210163273,-0.082372036698288 51.4851638614455,-0.085844252626561 51.4839386796513,-0.085937103563448 51.4846418347349,-0.085668606126161 51.485126613581,-0.086259889164755 51.4853371420922,-0.086727470749995 51.4851666648123,-0.087126066575764 51.4855108402851,-0.088108801041074 51.4862248557519,-0.087313040773752 51.4865760339254,-0.088358085031508 51.4864504078426,-0.088878659124722 51.4874153645962,-0.087175841937417 51.4876423421454,-0.086698881346937 51.4874561744488,-0.086853297993952 51.4876356593682,-0.086297930341013 51.4881232316326,-0.085954263662815 51.4883474015284,-0.086006980424564 51.4884819550497,-0.086531854340268 51.4891477994043,-0.086650723651746 51.4893194114485,-0.0852792848587 51.4896121627396,-0.084935813082613 51.4896759138231,-0.085808461693339 51.4901209887026,-0.085140805057798 51.4905866330432,-0.084660335569597 51.4903630177164,-0.084161666831615 51.4905756939503,-0.084204837027116 51.4909561119084,-0.083750595927312 51.4909335553366,-0.083547488326743 51.490833151963)))",E02000821,Southwark 015,Burgess Park,,1,6,0,0,0,7,8386,3033,631,847,3467,408,5353,36.2,7.5,10.1,41.3,4.9,63.8,27.2,38.7,2503,80.8,594,19.2
"MULTIPOLYGON (((-0.088620286263521 51.4902332561541,-0.089283297841169 51.4900427619726,-0.089006780747197 51.4895436630894,-0.08665072365508 51.4893194114472,-0.086531854338919 51.4891477994029,-0.086006980424551 51.4884819550485,-0.085954263663354 51.4883474015276,-0.086297930344354 51.4881232316333,-0.086853297991308 51.4876356593674,-0.086698881344603 51.4874561744509,-0.087175841939569 51.487642342147,-0.088878659127404 51.4874153645971,-0.088358085030739 51.4864504078426,-0.087313040773991 51.4865760339263,-0.088108801037708 51.4862248557568,-0.08712606656926 51.4855108402848,-0.086727470754504 51.4851666648086,-0.086259889164504 51.4853371420903,-0.085668606127077 51.4851266135781,-0.085937103563409 51.4846418347326,-0.085844252624173 51.4839386796537,-0.082372036705858 51.4851638614487,-0.081612935600075 51.4854210163266,-0.081044524375381 51.4855876740407,-0.080722767460206 51.4843297996857,-0.079734997536569 51.4830289422637,-0.081183998600296 51.4829710191215,-0.081034215121204 51.4818215954567,-0.084104769592991 51.481684841591,-0.084250990988824 51.4820440666513,-0.085669802776011 51.4819739405763,-0.085575033426493 51.4815203885918,-0.086212819470225 51.4839046965703,-0.088021239202563 51.4833676639537,-0.089973272645935 51.482838761313,-0.091914926584875 51.4825588065923,-0.092147652078908 51.4838695155547,-0.091859563901161 51.4840934917504,-0.09180369846527 51.484352513828,-0.092431242107277 51.4843092634315,-0.092540254020213 51.4849727393989,-0.093105297116009 51.4848217354593,-0.093256234533053 51.48530184989,-0.092915511371218 51.4854357571657,-0.091677244406352 51.485837238757,-0.091275152020657 51.4861212182429,-0.09177604019434 51.4864913046696,-0.093392538490595 51.4868842006895,-0.094688854104843 51.4864180341947,-0.095488162659498 51.487751122993,-0.094234030004899 51.4880699299063,-0.094800471961699 51.4886577449355,-0.094424184258353 51.4891908625419,-0.094605314082168 51.4895019819915,-0.093786100410035 51.4895919657523,-0.094199183357338 51.4899066313695,-0.093271066712571 51.4905316274616,-0.092478587588169 51.4903391748681,-0.092087374503473 51.4898141445103,-0.091138002483848 51.4901269238279,-0.090003443123086 51.4900857072648,-0.090347972444438 51.4909955509784,-0.089522391338143 51.4909599547139,-0.088620286263521 51.4902332561541)))",E02000822,Southwark 016,Walworth South,,1,6,1,0,0,8,8111,3279,437,858,3214,323,4832,40.4,5.4,10.6,39.6,4.0,59.6,24.9,35.6,2705,82.1,589,17.9
"MULTIPOLYGON (((-0.097191376552444 51.4874832319292,-0.096583483776384 51.4867085189941,-0.095949555012762 51.4868400403366,-0.095109631202199 51.4865040143009,-0.095170440402841 51.4861439583874,-0.094997133563595 51.4859411746019,-0.094394511668705 51.4860691944202,-0.094688854100514 51.4864180341967,-0.093392538487085 51.4868842006869,-0.091776040193663 51.4864913046701,-0.091275152018402 51.4861212182383,-0.091677244409878 51.4858372387573,-0.092915511367508 51.4854357571619,-0.093256234523798 51.4853018498858,-0.093105297115001 51.484821735459,-0.092540254025459 51.4849727393966,-0.092431242109401 51.4843092634359,-0.091803698467929 51.4843525138259,-0.091859563894799 51.4840934917465,-0.092147652083251 51.4838695155523,-0.091914926584491 51.4825588065913,-0.089973272646181 51.4828387613107,-0.088021239203373 51.4833676639549,-0.086212819468987 51.4839046965718,-0.085575033424108 51.4815203885903,-0.085451652666794 51.480906156892,-0.085465111568762 51.4804362247347,-0.086929372054718 51.4808501877659,-0.088273795061074 51.4799329535706,-0.088665017074914 51.4800359031351,-0.090330423179069 51.4804741269688,-0.090746019901857 51.4802467722856,-0.092071634849741 51.4796191913942,-0.092481405878552 51.479469279093,-0.093586721685295 51.4790886132146,-0.094150508619585 51.4790001007346,-0.094387878765658 51.4808815338993,-0.095563038759218 51.4807109185908,-0.0965755700398 51.4805107727715,-0.096966526927078 51.4807569602991,-0.09725991310978 51.4805319066288,-0.098544417334193 51.4806307365631,-0.100102862418031 51.4803137672737,-0.101016609083136 51.4804943837975,-0.101955641997897 51.4809864023902,-0.103081347251606 51.4804409542365,-0.103226782280652 51.4803679130398,-0.104334958334965 51.479855819694,-0.104904374366361 51.4795506160518,-0.105554083503183 51.4791470870211,-0.108354522695447 51.4803138284418,-0.104093535572753 51.4808530618243,-0.104497942470368 51.4812864963399,-0.105503403095808 51.4822630825162,-0.105644260708919 51.4824666753381,-0.104965035634872 51.4827090303495,-0.104328804388945 51.4824347148184,-0.104083675937921 51.482685781498,-0.103921830165473 51.4830654305585,-0.102931541705574 51.4832031055966,-0.102013452178541 51.4824876985937,-0.101827464210065 51.482703324871,-0.101085479113108 51.482695663587,-0.101319187427551 51.4829182918996,-0.100706193435868 51.4832047963075,-0.101127732090054 51.4834280212336,-0.100742078864425 51.4843336062784,-0.101389908134062 51.4844175849446,-0.100123604706308 51.484984965326,-0.100433099801227 51.4851790666923,-0.098409407271779 51.4860610105914,-0.098041643911798 51.4857978938488,-0.097396713534373 51.4863048471506,-0.097250322153234 51.4868990943936,-0.097620567385511 51.4869580320373,-0.096994473608866 51.4871646304131,-0.097191376552444 51.4874832319292)))",E02000823,Southwark 017,Burgess Park West & John Ruskin Street,,0,2,0,1,0,3,7733,3782,531,634,2435,351,3951,48.9,6.9,8.2,31.5,4.5,51.1,24.5,38.9,2664,84.4,491,15.6
"MULTIPOLYGON (((-0.06160254825516 51.4861755885709,-0.059896145751533 51.4861386717035,-0.059724472950225 51.4865253742466,-0.058775857503613 51.4862662429337,-0.058261373707334 51.4861699293103,-0.058158731543943 51.4855993910985,-0.058925548291094 51.4852879207579,-0.05819417780425 51.4850311845562,-0.057880892895562 51.4843155683203,-0.055977051842212 51.4842031576021,-0.056004014975663 51.4845516199942,-0.055541300732727 51.4844649203605,-0.053935407776788 51.4843878660865,-0.053787735607517 51.4850166450011,-0.053187476499162 51.4850792511011,-0.053034799972802 51.4845680200051,-0.05285773506331 51.4826872616629,-0.053347114935217 51.4807991608189,-0.053493998836382 51.4804606248904,-0.053423846509241 51.4803003262726,-0.054020237402782 51.4791019998254,-0.055572210613174 51.4797459380452,-0.055984537824032 51.4792634579266,-0.056472992790757 51.4794497718077,-0.058386826358211 51.4801649205928,-0.060016315124634 51.4807943996512,-0.059800668907336 51.4796346739785,-0.060808282733294 51.47924948853,-0.060708789427988 51.4786378897477,-0.059795664140902 51.4786456607052,-0.060534020819186 51.4784948485873,-0.060206191447806 51.4783051121365,-0.060834805921149 51.4780245711076,-0.061394937561432 51.4780462614318,-0.061045311785829 51.4776933640269,-0.061613415872167 51.4775452601075,-0.062685287886214 51.4789023670707,-0.063064148587697 51.4792601936903,-0.064933464675903 51.4787704118925,-0.065394272172792 51.47870076917,-0.066650315050486 51.4785102405869,-0.067218928897037 51.4784193740959,-0.068490705191144 51.4782160279113,-0.069443874085232 51.4779144925704,-0.070265029997125 51.477607188852,-0.070982928022203 51.4774809560115,-0.073173201081842 51.4771894763771,-0.07347478357897 51.4768736557676,-0.074346820683538 51.4770199118147,-0.074877043826656 51.4784494545255,-0.076167730915646 51.4784303878549,-0.076231539329225 51.4787336950359,-0.075143517156904 51.4792937859709,-0.074486213718167 51.4787273659491,-0.074592224504414 51.4793393916693,-0.074060925533845 51.4793623020535,-0.073491505634279 51.4802652230033,-0.074109289428493 51.4806944552462,-0.072623449988919 51.4809290466578,-0.073157475529236 51.4821751642821,-0.072951650314314 51.4827231917353,-0.070707013028714 51.4830815605392,-0.070679935572219 51.4837190071453,-0.068719364205628 51.4838890569776,-0.067740810961143 51.4845719777514,-0.066267547306396 51.4840666659013,-0.065746651976988 51.4849600625057,-0.063599216690944 51.4861220423838,-0.061780757458967 51.4871906464947,-0.061711478202871 51.4871426676933,-0.062058733416446 51.4865514672167,-0.061497053250085 51.4864765457028,-0.06160254825516 51.4861755885709)))",E02000824,Southwark 018,Peckham Park Road,,0,8,2,0,0,10,9568,2860,658,654,4907,489,6708,29.9,6.9,6.8,51.3,5.1,70.1,30.2,38.1,2982,83.9,571,16.1
